X,Y,FID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,COUNTY,FIPS,DIRECTIONS,NAICSCODE,NAICSDESCR,GEOPREC,PHONELOC,AGENCIES,AGENCY_PH,UNIQUE_ID,NUM_AGENCY,LONGITUDE,LATITUDE,ZIP4
-9447173.5667,4610310.1408,49,NOT AVAILABLE,NOT AVAILABLE,200 FAIR OAKS LANE,NOT AVAILABLE,FRANKFORT,KY,40601,FRANKLIN,21073,LOCATED ON THE NE SIDE OF FAIR OAKS LANE 0.16 MILES NORTH OF THE INTERSECTION OF WILKINSON BOULEVARD AND FAIR OAKS LANE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"REVENUE, DEPARTMENT OF",NOT AVAILABLE,10404490,1,-84.8654042,38.2182989,1134
-11686910.0255,4828250.3161,50,STATE HUMAN SERVICES BUILDING,NOT AVAILABLE,1575 SHERMAN STREET,NOT AVAILABLE,DENVER,CO,80203,DENVER,08031,LOCATED ON THE WEST SIDE OF SHERMAN STREET 0.07 MILES NORTH OF EAST COLFAX AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"HUMAN SERVICES, DEPARTMENT OF (CDHS)",NOT AVAILABLE,10405122,1,-104.985299,39.741306,1702
-10364093.6285,5614447.2569,51,STATE OFFICE BUILDING,NOT AVAILABLE,100 REVEREND DOCTOR MARTIN LUTHER KING JUNIOR BOULEVARD,NOT AVAILABLE,SAINT PAUL,MN,55155,RAMSEY,27123,LOCATED ON THE SOUTH SIDE OF UNIVERSITY AVENUE WEST 0.07 MILES EAST OF REVEREND DOCTOR MARTIN LUTHER KING JUNIOR BOULEVARD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,OFFICE OF THE HOUSE OF REPRESENTATIVES,NOT AVAILABLE,10406672,1,-93.1022373,44.955046,1232
-10363644.7849,5614289.3254,52,ORVILLE L FREEMAN BUILDING,(651) 201-5000,625 ROBERT STREET NORTH,NOT AVAILABLE,SAINT PAUL,MN,55155,RAMSEY,27123,LOCATED ON THE WEST SIDE OF ROBERT STREET NORTH 0.02 MILES SE OF 14TH STREET EAST,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"BOARD OF ANIMAL HEALTH; DEPARTMENT OF HEALTH; DEPARTMENT OF AGRICULTURE",(651) 296-2942,10406664,3,-93.0982048,44.954042,0001
-10364376.2738,5614173.087,53,MINNESOTA DEPARTMENT OF TRANSPORTATION,(651) 296-3000,395 JOHN IRELAND BOULEVARD,NOT AVAILABLE,SAINT PAUL,MN,55155,RAMSEY,27123,LOCATED ON THE WEST SIDE OF JOHN IRELAND BOULEVARD 0.06 MILES SW OF REVEREND DOCTOR MARTIN LUTHER KING JUNIOR BOULEVARD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF TRANSPORTATION,NOT AVAILABLE,10406682,1,-93.1047765,44.9533034,1801
-8571917.2724,4703915.0164,54,US DEPARTMENT OF TRANSPORTATION BUILDING,NOT AVAILABLE,1200 NEW JERSEY AVENUE SE,NOT AVAILABLE,WASHINGTON,DC,20590,DISTRICT OF COLUMBIA,11001,ON THE NORTH SIDE OF M STREET SE BETWEEN JEW JERSEY AVENUE SE AND 2ND STREET SE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF TRANSPORTATION,(202) 366-4000,10406694,1,-77.002843,38.875929,N/A
-7202570.5564,2007779.2085,55,NOT AVAILABLE,(340) 773-1095,2133 HOSPITAL STREET,NOT AVAILABLE,CHRISTIANSTED,VI,00820,ST CROIX,78010,LOCATED ON THE SW SIDE OF HOSPITAL STREET APPROXIMATELY 0.03 MILES SOUTH EAST OF THE INTERSECTION OF HOSPITAL STREET AND QUEEN STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",BLOCKFACE,YES,DEPARTMENT OF EDUCATION,(340) 773-1095,10405041,1,-64.7017921,17.7454834,4609
-8529534.6124,4764943.6372,56,STATE OFFICE BUILDING,NOT AVAILABLE,301 WEST PRESTON STREET,NOT AVAILABLE,BALTIMORE,MD,21201,BALTIMORE (CITY),24510,ON THE SE SIDE OF WEST PRESTON STREET BETWEEN NORTH EUTAW STREET AND BOLTON STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF PLANNING; DEPARTMENT OF AGING",(410) 767-1100,10405175,2,-76.6221129,39.3014464,2305
-8528518.5933,4764118.8145,57,MARYLAND STATE OFFICE BUILDING,NOT AVAILABLE,500 NORTH CALVERT STREET,NOT AVAILABLE,BALTIMORE,MD,21202,BALTIMORE (CITY),24510,ON THE WEST SIDE OF NORTH CALVERT STREET BETWEEN EAST FRANKLIN STREET AND EAST CENTRE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF LABOR, LICENSING, AND REGULATION",NOT AVAILABLE,10405156,1,-76.6129865,39.2957127,3651
-8322942.5484,4897774.8321,58,NOT AVAILABLE,NOT AVAILABLE,125 SOUTH WARREN STREET,NOT AVAILABLE,TRENTON,NJ,08608,MERCER,34021,"WEST SIDE OF SOUTH WARREN STREET, 0.03 MILES SOUTH OF WEST FRONT STREET",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,STATE AUDITOR,(609) 292-3700,10405236,1,-74.766265,40.218704,2303
-9591838.7046,4832264.3535,59,INDIANA GOVERNMENT CENTER SOUTH,NOT AVAILABLE,302 WEST WASHINGTON STREET,10 NORTH SENATE AVENUE,INDIANAPOLIS,IN,46204,MARION,18097,NORTH SIDE OF WEST WASHINGTON STREET ACROSS FROM WHERE SOUTH MISSOURI STREET DEAD-ENDS INTO WEST WASHINGTON STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"ADMINISTRATION, DEPARTMENT OF; ALCOHOL AND TOBACCO COMMISSION; ATTORNEY GENERAL; CORRECTION, DEPARTMENT OF; FAITH-BASED AND COMMUNITY INITIATIVES; HOMELAND SECURITY, DEPARTMENT OF; PROPRIETARY EDUCATION, COMMISSION ON; PROSECUTING ATTORNEYS COUNCIL",(317) 232-1836,10404637,12,-86.1649532,39.7678523,N/A
-9591102.5504,4832197.8796,60,INDIANA STATE DEPARTMENT OF HEALTH BUILDING,NOT AVAILABLE,2 NORTH MERIDIAN STREET,NOT AVAILABLE,INDIANAPOLIS,IN,46204,MARION,18097,NW CORNER OF THE INTERSECTION OF WEST WASHINGTON STREET AND NORTH MERIDIAN STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"HEALTH, DEPARTMENT OF",NOT AVAILABLE,10404634,1,-86.1583404,39.7673936,3021
-9591428.3781,4832413.1082,61,INDIANA STATE TEACHERS ASSOCIATION,NOT AVAILABLE,150 WEST MARKET STREET,NOT AVAILABLE,INDIANAPOLIS,IN,46204,MARION,18097,ON THE NE CORNER OF THE WEST MARKET STREET AND NORTH CAPITOL AVENUE INTERSECTION,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"ARTS COMMISSION, INDIANA; GOVERNORS COUNCIL FOR PEOPLE WITH DISABILITIES; HORSE RACING COMMISSION; INDIANA PENSION SYSTEMS; OFFICE OF THE INSPECTOR GENERAL AND STATE ETHICS; PORTS COMMISSION, INDIANA; STUDENT ASSISTANCE COMMISSION OF INDIANA",NOT AVAILABLE,10404633,10,-86.1612668,39.7688792,2806
-9381164.6689,3987635.1577,62,GEORGIA BUREAU OF INVESTIGATION HEADQUARTERS BUILDING,(404) 244-2600,3121 PANTHERSVILLE ROAD,NOT AVAILABLE,DECATUR,GA,30034,DEKALB,13089,WEST SIDE OF PANTHERSVILLE ROAD 0.13 MILES NORTH OF THE CLIFTON SPRINGS ROAD AND PANTHERSVILLE ROAD INTERSECTION,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,GEORGIA BUREAU OF INVESTIGATION,NOT AVAILABLE,10406693,1,-84.2724365,33.6928622,3830
-9388973.3944,4005575.7711,63,GEORGIA DEPARTMENT OF COMMUNITY AFFAIRS BUILDING,(404) 679-4940,60 EXECUTIVE PARK SOUTH NE,NOT AVAILABLE,ATLANTA,GA,30329,DEKALB,13089,SOUTH SIDE OF EXECUTIVE PARK SOUTH NE. 0.05 MILES NE OF THE CHANTILLY DRIVE NE AND EXECUTIVE PARK SOUTH NE INTERSECTION,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"DEPARTMENT OF COMMUNITY AFFAIRS; GEORGIA STATE PROFESSIONAL PRACTICE COMMISSION",(404) 679-4940,10406772,2,-84.3425832,33.8268497,2296
-9378875.1597,3997981.1172,64,DEPARTMENT OF JUVENILE JUSTICE BUILDING,(404) 508-6500,3408 COVINGTON HIGHWAY,NOT AVAILABLE,DECATUR,GA,30032,DEKALB,13089,NE SIDE OF COVINGTON HIGHWAY. BETWEEN NOTTINGHAM DRIVE AND MEMORIAL DRIVE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,GEORGIA DEPARTMENT OF JUVENILE JUSTICE,(404) 508-6500,10407353,1,-84.2518693,33.7701559,1513
-9394038.1126,3994946.8894,65,CAPITOL SQUARE BUILDING,(404) 656-3820,2 CAPITOL SQUARE SW,NOT AVAILABLE,ATLANTA,GA,30334,FULTON,13121,NOT AVAILABLE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,GOVERNOR'S OFFICE OF PLANNING AND BUDGET,(404) 656-3820,10405500,1,-84.3880797,33.7474943,9003
-16458461.0473,9570965.6016,66,BUTROVICH BUILDING,NOT AVAILABLE,910 YUKON DRIVE,NOT AVAILABLE,FAIRBANKS,AK,99775,FAIRBANKS NORTH STAR,02090,LOCATED ON THE SOUTH SIDE OF YUKON DRIVE 0.14 MILES EAST OF THE INTERSECTION OF TANANA LOOP AND YUKON DRIVE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,UNIVERSITY OF ALASKA UNIVERSITY BOARD OF REGENTS,(907) 450-8000,10407388,1,-147.8488712,64.8576122,3910
-8407269.7412,4744656.3031,67,RICHARDSON AND ROBBINS BUILDING,(302) 739-9000,89 KINGS HIGHWAY,NOT AVAILABLE,DOVER,DE,19901,KENT,10001,ON THE EAST SIDE OF KINGS HIGHWAY BETWEEN EAST REED STREET AND SOUTH AMERICAN AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF NATURAL RESOURCES AND ENVIRONMENTAL CONTROL,NOT AVAILABLE,10406760,1,-75.523789,39.1602791,7305
-8408732.7004,4738288.2423,68,DELAWARE DEPARTMENT OF AGRICULTURE BUILDING,(302) 698-4500,2320 SOUTH DUPONT HIGHWAY,NOT AVAILABLE,DOVER,DE,19901,KENT,10001,ABOUT 0.10 MILES NORTH OF GREEN ACRES DRIVE ON THE WEST SIDE OF SOUTH DUPONT HIGHWAY,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"DEPARTMENT OF AGRICULTURE; STATE OF DELAWARE: PLANNING",NOT AVAILABLE,10405475,2,-75.5369315,39.1159097,5515
-8407244.9216,4744698.8061,69,DELAWARE ECONOMIC AND DEVELOPMENT BUILDING,(302) 739-4271,99 KINGS HIGHWAY,NOT AVAILABLE,DOVER,DE,19901,KENT,10001,ON THE EAST SIDE OF KINGS HIGHWAY BETWEEN EAST REED STREET AND SOUTH AMERICAN AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DELAWARE ECONOMIC AND DEVELOPMENT OFFICE,NOT AVAILABLE,10405492,1,-75.5235663,39.1605755,7305
-7353341.5498,2086339.5728,70,EDIFICIO PRUDENCIO RIVERA MARTINEZ,NOT AVAILABLE,505 AVENIDA LUIS MUNOZ RIVERA,NOT AVAILABLE,SAN JUAN,PR,00918,SAN JUAN,72127,"LOCATED ON THE EAST SIDE OF AVENUE LUIS MUNOZ RIVERA, 0.03 MILES NORTH OF CALLE GUAYAMA",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTAMENTO DEL TRABAJO Y RECURSOS HUMANOS, DEPARTMENT OF LABOR AND HUMAN RESOURCES",(787) 754-2172,10408913,1,-66.0561907,18.4163495,N/A
-7360338.3185,2092064.4878,71,DEPARTAMENTO DE ESTADO,NOT AVAILABLE,CALLE CALETA DE SAN JOSE AND CALLE DE SAN FRANCISCO,NOT AVAILABLE,SAN JUAN,PR,00901,SAN JUAN,72127,"LOCATED ON THE NORTH SIDE OF CALLE DE SAN FRANCISCO, 0.01 MILES EAST OF CALLE CLARA LAIR",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTAMENTO DE ESTADO, DEPARTMENT OF STATE",(787) 722-2121,10408902,1,-66.1190443,18.4651361,N/A
-7351942.3752,2086054.123,72,EDIFICIO JUAN C CORDERO,NOT AVAILABLE,606 AVENIDA BARBOSA,NOT AVAILABLE,SAN JUAN,PR,00917,SAN JUAN,72127,"LOCATED ON THE WEST SIDE OF AVENUE BARBOSA, 0.17 MILES NORTH OF CALLE MAYAGUEZ",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"ADMINISTRACION DE VIVIENDA PUBLICA; DEPARTAMENTO DE LA VIVIENDA; AUTORIDAD PARA EL FINANCIAMIENTO DE LA VIVIENDA; ADMINISTRACION DE DESARROLLO Y MEJORAS DE VIVIENDA (ADMV), HOUSING DEPARTMENT",(787) 759-9407,10408906,4,-66.0436224,18.4139164,N/A
-12477148.2891,3955001.4895,73,INDUSTRIAL COMMISION BUILDING,NOT AVAILABLE,800 WEST WASHINGTON STREET,NOT AVAILABLE,PHOENIX,AZ,85007,MARICOPA,04013,LOCATED ON THE NW CORNER OF WEST WASHINGTON STREET AND NORTH 8TH AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"INDUSTRIAL COMMISSION; LIQUOR LICENSES AND CONTROL, DEPARTMENT OF; REGISTRAR OF CONTRACTORS",(602) 542-5141,10404619,3,-112.0841306,33.4486064,2934
-10659538.1202,4727511.1351,74,KANSAS CORPORATION COMMISSION,NOT AVAILABLE,1500 SOUTHWEST ARROWHEAD ROAD,NOT AVAILABLE,TOPEKA,KS,66604,SHAWNEE,20177,"ENTRANCE ON EAST SIDE OF SW ARROWHEAD ROAD, 0.02 MILES SOUTH OF THE INTERSECTION OF SW ARROWHEAD ROAD AND SW ASHWORTH PLACE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"KANSAS CORPORATION COMMISSION; KANSAS CITIZENS UTILITIES RATEPAYERS BOARD",(785) 271-3200,10405203,2,-95.7562599,39.0407557,4027
-10650658.4926,4728334.2705,75,MEMORIAL HALL,NOT AVAILABLE,120 SOUTHWEST 10TH AVENUE,NOT AVAILABLE,TOPEKA,KS,66612,SHAWNEE,20177,NORTH SIDE OF SW 10TH AVENUE BETWEEN SW JACKSON STREET AND SOUTH KANSAS AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"KANSAS ATTORNEY GENERAL; KANSAS SECRETARY OF STATE; KANSAS DEPARTMENT OF EDUCATION; CRIME VICTIMS COMPENSATION BOARD",(785) 296-2215,10405084,4,-95.6764935,39.046499,1226
-12476059.0241,3960444.2644,76,MERIDIAN BANK BUILDING,NOT AVAILABLE,3550 NORTH CENTRAL AVENUE,NOT AVAILABLE,PHOENIX,AZ,85012,MARICOPA,04013,LOCATED ON THE SW CORNER OF WEST COLUMBUS AVENUE AND NORTH CENTRAL AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF WATER RESOURCES; AZ WATER BANKING AUTHORITY; AZ WATER PROTECTION FUND",NOT AVAILABLE,10404622,3,-112.0743452,33.4893926,2105
-9390426.2391,3992061.5053,77,DEPARTMENT OF PUBLIC SAFETY BUILDING,NOT AVAILABLE,959 EAST CONFEDERATE AVENUE SE,NOT AVAILABLE,ATLANTA,GA,30316,FULTON,13121,SOUTH SIDE OF EAST CONFEDERATE AVENUE SE. BETWEEN ALLOWAY PLACE SE AND WOODLAND AVENUE SE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF PUBLIC SAFETY; GEORGIA DEPARTMENT OF HOMELAND SECURITY; GEORGIA STATE PATROL SWAT UNIT; COMMERCIAL DRIVERS LICENSE",(404) 624-7477,10406763,4,-84.3556342,33.7259396,2531
-9394155.3248,3998967.3051,78,CENTERGY ONE BUILDING,NOT AVAILABLE,75 5TH STREET NW,NOT AVAILABLE,ATLANTA,GA,30308,FULTON,13121,NORTH SIDE OF 5TH STREET NW. BETWEEN SPRING STREET NW AND WILLIAMS STREET NW,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"GEORGIA DEPARTMENT OF ECONOMIC DEVELOPMENT; GOVERNORS SMALL BUSINESS CENTER",NOT AVAILABLE,10407366,2,-84.3891329,33.7775196,1030
-9393452.1089,3996605.168,79,GEORGIA DEPARTMENT OF LABOR CENTRAL OFFICES,NOT AVAILABLE,148 ANDREW YOUNG INTERNATIONAL BOULEVARD NE,NOT AVAILABLE,ATLANTA,GA,30303,FULTON,13121,NORTH SIDE OF ANDREW YOUNG INTERNATIONAL BOULEVARD NE. BETWEEN COURTLAND STREET NE AND PIEDMONT AVENUE NE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF LABOR,(404) 232-3420,10405496,1,-84.382816,33.75988,1732
-8413116.0113,4822540.1941,80,HERMON HOLLOWAY CAMPUS,(302) 255-9040,1901 NORTH DUPONT HIGHWAY,NOT AVAILABLE,NEW CASTLE,DE,19720,NEW CASTLE,10003,ABOUT 0.12 MILES SW OF CENTRAL AVENUE ON THE NW SIDE OF NORTH DUPONT HIGHWAY,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DELAWARE HEALTH AND SOCIAL SERVICES,NOT AVAILABLE,10405517,1,-75.576307,39.700676,1100
-8405380.5373,4742871.5074,81,PUBLIC SAFETY BUILDING,(302) 744-2680,303 TRANSPORTATION CIRCLE,NOT AVAILABLE,DOVER,DE,19901,KENT,10001,ABOUT 0.07 MILES NW OF LAUREL DRIVE ON THE SW SIDE OF TRANSPORTATION CIRCLE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF SAFETY AND HOMELAND SECURITY,NOT AVAILABLE,10406762,1,-75.5068178,39.147847,4671
-11670819.0218,4806844.303,82,COLORADO ARMY NATIONAL GUARD,NOT AVAILABLE,6848 SOUTH REVERE PARKWAY,NOT AVAILABLE,CENTENNIAL,CO,80112,ARAPAHOE,08005,LOCATED ON THE SE CORNER OF EAST BRIARWOOD AVENUE AND SOUTH REVERE PARKWAY,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"MILITARY AND VETERANS AFFAIRS, DEPARTMENT OF (DOM VA)",NOT AVAILABLE,10405130,1,-104.8407515,39.5921076,3904
-8256041.4319,4973397.4721,83,TWO GATEWAY CENTER,NOT AVAILABLE,2 GATEWAY CENTER,NOT AVAILABLE,NEWARK,NJ,07102,ESSEX,34013,"SW SIDE OF GATEWAY CENTER, MCCARTER HIGHWAY",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,BOARD OF PUBLIC UTILITIES,NOT AVAILABLE,10405210,1,-74.165282,40.7354427,5005
-9979115.3253,4837422.2423,84,HSHS CENTRAL ILLINOIS BUILDING,NOT AVAILABLE,850 EAST MADISON STREET,NOT AVAILABLE,SPRINGFIELD,IL,62702,SANGAMON,17167,LOCATED ON THE SW CORNER OF EAST MADISON STREET AND NORTH 9TH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"EMPLOYMENT SECURITY, DEPARTMENT OF",NOT AVAILABLE,10404857,1,-89.6439184,39.8034577,5603
-8515303.6463,4718842.1702,85,GOLDSTEIN TREASURY BUILDING,NOT AVAILABLE,80 CALVERT STREET,NOT AVAILABLE,ANNAPOLIS,MD,21401,ANNE ARUNDEL,24003,ON THE SE SIDE OF CALVERT STREET BETWEEN ROWE BOULEVARD AND BLADEN STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,OFFICE OF THE MARYLAND STATE TREASURER,NOT AVAILABLE,10407451,1,-76.4942736,38.9802445,1907
-8529309.7427,4763647.5933,86,SARATOGA STATE CENTER,NOT AVAILABLE,311 WEST SARATOGA STREET,NOT AVAILABLE,BALTIMORE,MD,21201,BALTIMORE (CITY),24510,ON THE SOUTH SIDE OF WEST SARATOGA STREET SOUTH OF THE STATE STREET AND WEST SARATOGA STREET INTERSECTION,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF HUMAN RESOURCES,(410) 767-7414,10407447,1,-76.6200928,39.2924367,3500
-8408780.3429,4746466.5691,87,WEBB BUILDING,NOT AVAILABLE,820 SILVER LAKE BOULEVARD,NOT AVAILABLE,DOVER,DE,19904,KENT,10001,ABOUT 0.10 MILES NORTH OF WALKER ROAD ON THE WEST SIDE OF SILVER LAKE BOULEVARD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,STATE TREASURERS OFFICE,(302) 672-6700,10406791,1,-75.5373586,39.1728872,2464
-10650571.7732,4728448.2383,88,MILLS STATE OFFICE BUILDING,NOT AVAILABLE,109 SOUTHWEST 9TH STREET,NOT AVAILABLE,TOPEKA,KS,66612,SHAWNEE,20177,SW CORNER OF THE INTERSECTION OF SW 9TH STREET AND SOUTH KANSAS AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"KANSAS STATE CONSERVATION COMMISSION; KANSAS HEALTH AND ENVIRONMENT DEPARTMENT; GOVERNMENTAL ETHICS COMMISSION",(785) 296-3600,10405087,3,-95.6757138,39.0472938,1215
-9591309.9246,4832080.0728,89,NATIONAL CITY CENTER - EAST TOWER,NOT AVAILABLE,101 WEST WASHINGTON STREET,NOT AVAILABLE,INDIANAPOLIS,IN,46204,MARION,18097,ON THE SOUTH SIDE OF WEST WASHINGTON STREET BETWEEN SOUTH CAPITOL AVENUE AND SOUTH ILLINOIS STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"CRIMINAL JUSTICE INSTITUTE; UTILITY REGULATORY COMMISSION",NOT AVAILABLE,10404631,2,-86.160203,39.76658,3407
-8528663.6483,4763495.9738,90,SAINT PAUL PLAZA,NOT AVAILABLE,200 SAINT PAUL PLACE,NOT AVAILABLE,BALTIMORE,MD,21202,BALTIMORE (CITY),24510,ON THE WEST SIDE OF SAINT PAUL PLACE BETWEEN LEXINGTON STREET AND EAST SARATOGA STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,OFFICE OF THE ATTORNEY GENERAL,(410) 576-6300,10407467,1,-76.6142891,39.2913822,2004
-8608452.9972,4510923.5734,91,RICHMOND INTERNATIONAL AIRPORT - VIRGINIA DEPARTMENT OF AVIATION,(804) 236-3624,5702 GULFSTREAM ROAD,NOT AVAILABLE,RICHMOND,VA,23250,HENRICO,51087,"LOCATED ON THE EAST SIDE OF GULFSTREAM ROAD, APPROXIMATELY 0.14 MILES NORTH OF CLARKSON ROAD",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF AVIATION,NOT AVAILABLE,10406746,1,-77.331049,37.513484,2422
-9394396.3365,3996842.1047,92,AMERICAN CANCER SOCIETY BUILDING,NOT AVAILABLE,250 WILLIAMS STREET NW,NOT AVAILABLE,ATLANTA,GA,30303,FULTON,13121,WEST SIDE OF WILLIAMS STREET NW. BETWEEN BAKER STREET NW AND HARRIS STREET NW,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,GEORGIA LOTTERY HEADQUARTERS,(404) 215-5000,10407390,1,-84.3912985,33.7616497,1032
-9390714.9852,3991754.2562,93,GEORGIA EMERGENCY MANAGEMENT AGENCY BUILDING,NOT AVAILABLE,935 EAST CONFEDERATE AVENUE SE,NOT AVAILABLE,ATLANTA,GA,30316,FULTON,13121,SOUTH SIDE OF EAST CONFEDERATE AVENUE SE. 0.20 MILES NW OF THE WOODLAND AVENUE SE AND EAST CONFEDERATE AVENUE SE INTERSECTION,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"OFFICE OF THE ADJUTANT GENERAL-DOD; DEPARTMENT OF DEFENSE; EMERGENCY MANAGEMENT AGENCY;GEORGIA DEPARTMENT OF TRANSPORTATION",(678) 569-6060,10407407,4,-84.358228,33.723644,2531
-9380389.8856,4011190.004,94,DRAKE BUILDING,NOT AVAILABLE,2990 BRANDYWINE ROAD,NOT AVAILABLE,ATLANTA,GA,30341,DEKALB,13089,NE SIDE OF BRANDYWINE ROAD 0.21 MILES SE OF THE HOLLINSWOOD DRIVE AND BRANDYWINE ROAD INTERSECTION,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,GEORGIA DEPARTMENT OF BANKING AND FINANCE,(770) 986-1633,10406683,1,-84.2654764,33.8687353,5529
-9974801.5629,4833877.9279,95,ILLINOIS EMERGENCY MANAGEMENT AGENCY,NOT AVAILABLE,2200 SOUTH DIRKSEN PARKWAY,NOT AVAILABLE,SPRINGFIELD,IL,62703,SANGAMON,17167,LOCATED ON THE EAST SIDE OF SOUTH DIRKSEN PARKWAY.14 MILES NORTH OF EAST ASH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"EMERGENCY MANAGEMENT AGENCY; STATE POLICE, ILLINOIS",(217) 782-7860,10404846,2,-89.605167,39.778993,N/A
-7964159.6223,5342286.2322,96,SPAULDING BUILDING,(603) 271-3176,95 PLEASANT STREET,NOT AVAILABLE,CONCORD,NH,03301,MERRIMACK,33013,"LOCATED ON THE NORTH SIDE OF MAJOR WHEELOCK DRIVE, 0.04 MILES EAST OF BROWN ROAD",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"LABOR, DEPARTMENT OF",(603) 271-3176,10404448,1,-71.5432626,43.1988389,3852
